id,nome,data_nascimento,cpf,cep,cidade,estado,pais,genero,telefone,email,data_cadastro
6f3f8276-2820-455b-ae24-244916618562,Pietra Guerra,1968-06-06,112.417.891-74,70527-105,Fonseca de Brito,AP,Brasil,F,41 1035-8985,11241789174@exemplo.com.br,2025-01-26
62a6f3b5-8e93-483e-9ea3-4abaad299b51,Aylla Sousa,1971-10-24,227.965.617-66,56056491,Fernandes da Mata,BA,Brasil,F,+55 (081) 0051-9551,22796561766@exemplo.com.br,2024-12-27
496728bd-e786-4f19-8c0d-4d8b7b5d71c3,Danilo Guerra,1952-03-07,545.592.625-38,84975876,Borges,TO,Brasil,F,84 2442-3164,54559262538@exemplo.com.br,2024-10-24
592caff4-f18a-438d-a273-97ceafabe8e7,Vinícius Pimenta,1975-10-14,297.325.781-67,82918-507,Moreira,PE,Brasil,F,61 1113 1474,29732578167@exemplo.com.br,2024-03-24
1a6fe5d1-7abd-4442-a0c2-95b96e65397c,Lara Montenegro,2001-08-24,579.849.328-95,10660921,Farias de Carvalho,GO,Brasil,F,+55 71 1341 0032,57984932895@exemplo.com.br,2025-02-22
2cc9bd9b-55f2-4956-a860-944c9227d333,Lívia Marques,1951-04-14,586.002.952-56,16934182,Duarte Paulista,PE,Brasil,F,(084) 4747-3319,58600295256@exemplo.com.br,2025-09-02
f46a603b-067b-4a02-8150-a1196aa66b97,Carlos Eduardo Barros,1940-10-01,764.880.849-52,96359047,Siqueira,RJ,Brasil,F,84 5838-7096,76488084952@exemplo.com.br,2025-04-26
2b98a689-d1c8-47fa-9373-17e9c809bc9d,Anthony Casa Grande,1953-04-13,274.795.953-66,67824005,Araújo do Amparo,MT,Brasil,M,+55 61 2207 4723,27479595366@exemplo.com.br,2023-12-24
f71d04c8-1c26-4c3e-a18b-5dbd6eedd4ec,Stephany Pacheco,2007-01-15,813.978.177-34,83811686,Castro do Galho,DF,Brasil,M,+55 (084) 4035-4693,81397817734@exemplo.com.br,2025-08-26
3e87a164-2b62-441c-9fa8-e2ca67c45eea,Isabella Pires,1981-09-06,673.044.792-28,78161000,Monteiro,PA,Brasil,F,+55 71 3490 1530,67304479228@exemplo.com.br,2025-09-09
6822398b-8bc9-4db8-b59c-7abd36a4d858,Juliana Almeida,2000-10-26,315.226.861-85,84287431,Rezende,AC,Brasil,M,0300-124-8426,31522686185@exemplo.com.br,2023-11-24
b986debf-cd2c-49d3-927c-279d479db050,Antônio Rodrigues,2000-02-21,309.808.712-69,24700103,das Neves,CE,Brasil,M,71 9189-7771,30980871269@exemplo.com.br,2025-04-14
5f75d23c-9bc2-405e-8f45-30c7a2f8dd9d,Pietro Pinto,1936-06-06,597.563.358-36,48487-748,Teixeira,RR,Brasil,M,+55 51 4033 9580,59756335836@exemplo.com.br,2024-08-18
d46b2468-2a6f-452a-b41f-9181e7e5d66a,Maria Helena Mendonça,1958-05-08,730.335.010-46,13565246,da Conceição de Leão,RJ,Brasil,M,+55 51 5118 2111,73033501046@exemplo.com.br,2023-10-01
c3d7206a-ebb6-4c75-859a-47340283c687,Maria Julia Rocha,1959-03-25,039.754.685-91,72571524,Barbosa da Mata,RR,Brasil,M,0300 471 2379,03975468591@exemplo.com.br,2024-11-03
d4cbf8d4-20ac-4b26-9b6e-dab7b1477abc,Bento Viana,1986-10-06,463.898.833-48,67104-092,da Rocha,RO,Brasil,F,+55 (041) 4594 7027,46389883348@exemplo.com.br,2024-01-17
1ef88bd2-8177-440a-a480-696a185be204,Fernanda Silveira,1940-09-02,185.601.926-64,29577-452,da Rocha,TO,Brasil,F,(051) 9034 3717,18560192664@exemplo.com.br,2023-09-28
de884b22-6c9d-42cf-8259-6ce6dd6f9379,Caroline Fernandes,2006-11-05,707.595.891-96,33136667,Almeida,AP,Brasil,M,+55 41 1132 5411,70759589196@exemplo.com.br,2023-10-24
d916c164-5174-4659-8ac4-0d0c20609241,Ryan Barros,1983-09-02,109.220.882-08,80250332,Fonseca,RN,Brasil,M,11 1633 9212,10922088208@exemplo.com.br,2024-05-06
43e8554c-d2f8-4f85-bd56-7b352f92db1e,Luiza Barbosa,1966-06-17,387.098.746-55,74008-346,Costela Grande,DF,Brasil,M,+55 (084) 7609 3510,38709874655@exemplo.com.br,2024-11-01
de428560-1ba0-4616-b5cd-0012b1af84f9,Nina Fonseca,1951-09-06,811.929.457-93,99534-986,Viana da Mata,SP,Brasil,F,+55 (031) 5946-2518,81192945793@exemplo.com.br,2025-01-31
1bcb8b30-a52e-45b0-a77c-9da764132968,Otto Aragão,2002-07-23,821.766.977-53,22109-479,Pimenta,SE,Brasil,M,+55 31 7620 7356,82176697753@exemplo.com.br,2024-12-20
0007fbeb-e0e8-4866-9d16-252ac87461db,Nicole Souza,1960-01-03,178.263.027-65,90312857,Pinto,RS,Brasil,M,+55 11 6219 5632,17826302765@exemplo.com.br,2024-02-13
c11f5d02-2004-4705-8302-a2fe4b9ea812,Thales Araújo,1955-05-14,458.163.537-36,09110307,Rodrigues,RJ,Brasil,F,+55 (061) 6255-7394,45816353736@exemplo.com.br,2025-05-12
58f28bbc-c54e-479b-b13f-7926b4b9db5a,Ana Liz Dias,1945-12-09,233.049.009-13,64075083,da Rosa,AP,Brasil,F,+55 41 1951 5643,23304900913@exemplo.com.br,2024-12-26
6cf0b3a5-cf5e-4a1c-9aff-dade44ab30c7,Srta. Emilly Novais,1946-08-27,808.810.783-51,12170-421,Oliveira,BA,Brasil,M,(061) 5085-1750,80881078351@exemplo.com.br,2024-11-24
cdcb0de6-ee98-4305-acac-161d2650637d,Srta. Isis Vieira,1959-11-01,509.886.870-99,85942-382,da Luz dos Dourados,PI,Brasil,M,(084) 5363-5678,50988687099@exemplo.com.br,2024-11-13
b99f70b0-a79e-488f-843d-cb7eb8af030d,Luiz Otávio Guerra,1995-02-24,459.761.103-90,37361-742,Moura do Amparo,MA,Brasil,M,41 2492-8183,45976110390@exemplo.com.br,2024-01-03
e82ae462-aacf-4ecd-a38e-d0314ec57a0e,Alexandre Ferreira,2003-03-26,417.182.497-34,24162-512,Lima,MS,Brasil,M,+55 (041) 7136 5715,41718249734@exemplo.com.br,2024-04-29
f81b7a81-8812-4d35-be3c-fd995b8c3a2a,Clarice Garcia,1946-08-10,169.608.773-80,58378-184,Cavalcanti de Duarte,CE,Brasil,F,0900 400 9607,16960877380@exemplo.com.br,2024-03-21
0c2254b5-6901-4bba-bb59-0eca3192aa19,Sophie Lima,1937-02-16,816.673.776-74,40344-593,Pires,MT,Brasil,F,+55 (021) 0141-1102,81667377674@exemplo.com.br,2025-04-09
d7755319-1429-42b6-ba45-c52d82c9ee5a,Dr. Danilo Albuquerque,2007-04-18,493.874.821-46,81951-711,Duarte das Pedras,PB,Brasil,F,(071) 9888 8305,49387482146@exemplo.com.br,2024-07-28
0966e262-e4ff-44bb-aa36-416001014b3b,Melissa Barros,1982-07-21,024.247.429-59,50972978,Barros do Oeste,TO,Brasil,F,(081) 1384 9867,02424742959@exemplo.com.br,2025-08-08
7486476c-a07b-40c9-9f43-9a3201f4d4cf,Dra. Maria Sousa,2002-03-23,586.159.099-37,61059-225,Alves Grande,PB,Brasil,M,21 7584-8467,58615909937@exemplo.com.br,2024-04-02
4f9fa1e4-2e4f-492f-b0e8-0f5109745e00,Laura Pacheco,1966-07-26,697.445.993-94,20181608,Pimenta Paulista,RN,Brasil,M,+55 31 1571-7059,69744599394@exemplo.com.br,2025-07-13
216d4fcb-7abf-42c7-8b77-62623edba9b3,José Ferreira,1963-10-31,892.605.463-75,73464-784,Correia do Campo,PA,Brasil,F,0300-145-3422,89260546375@exemplo.com.br,2024-08-20
8b747d5b-8deb-4d6f-92cd-9a367e4bac0e,Maria Sophia Campos,1947-08-22,487.866.507-21,60288396,Vargas da Serra,AL,Brasil,F,+55 (021) 2889 2721,48786650721@exemplo.com.br,2024-05-25
0bb15473-77f4-456b-a81c-a15beb45db24,Igor Lopes,2001-04-06,837.574.853-15,76845725,Albuquerque de Costa,AL,Brasil,F,+55 21 5008 0617,83757485315@exemplo.com.br,2025-04-01
957b0ca9-3dc4-4d3d-ad21-94246cf34218,Camila Ferreira,1944-08-29,129.211.817-86,85874363,Oliveira,CE,Brasil,F,+55 84 4879-6906,12921181786@exemplo.com.br,2024-01-31
2970939d-2ed8-48b4-a4de-82c389c21d1a,Pedro Henrique Machado,1961-08-28,388.418.913-18,65196-927,Fonseca de da Cruz,RO,Brasil,M,+55 84 6188 8538,38841891318@exemplo.com.br,2024-02-24
f00536ae-377e-4cd4-a604-f58aec8339fb,Carolina da Conceição,1961-04-06,506.286.606-14,21336-807,Pimenta das Flores,PE,Brasil,M,71 7399-4318,50628660614@exemplo.com.br,2025-07-15
2e619195-8ca1-4115-a371-1b632bb20039,Raul Nogueira,1957-11-16,756.080.810-31,92590-669,Montenegro,DF,Brasil,M,+55 11 8352 3111,75608081031@exemplo.com.br,2025-02-07
8ab31aee-454f-4cd1-9469-6315888ff684,André da Mata,2006-07-25,220.168.522-40,18237316,Cunha,RR,Brasil,M,+55 21 0516-1797,22016852240@exemplo.com.br,2024-11-25
8d751a12-8267-483c-a0eb-5767c52a35a1,Davi Lucas Ramos,1935-07-15,038.162.760-00,80022690,Cavalcante da Praia,PE,Brasil,M,+55 (084) 5518-7262,03816276000@exemplo.com.br,2024-06-07
2c56e932-a8c9-4236-a138-41c269ad57e8,Dra. Joana Farias,2001-01-20,006.728.285-39,87330-375,Monteiro da Praia,AM,Brasil,M,0900-498-1279,00672828539@exemplo.com.br,2025-02-20
dddb7ce2-7b74-4aa3-97cc-e3f3c36318ef,Maria Fernanda da Cruz,1974-01-29,297.323.539-86,68628936,Rios,PI,Brasil,F,+55 31 8496-5023,29732353986@exemplo.com.br,2024-01-23
f8acbffc-8b55-476a-93b2-266754f68047,Mariana Mendes,1976-09-25,346.512.192-71,52095129,Novaes da Prata,PA,Brasil,M,+55 21 3941 0233,34651219271@exemplo.com.br,2025-06-23
0f480dd7-261f-4425-aa2c-36f124b755b1,Sofia Lima,1935-11-21,014.722.801-62,94599-828,Rodrigues,SP,Brasil,F,0500 947 6786,01472280162@exemplo.com.br,2024-04-29
5898b3ca-710f-46a7-a1d6-33d90e74a532,Sr. Murilo Brito,1999-07-31,762.394.909-98,65021657,Guerra de Silva,PI,Brasil,M,+55 (031) 8699-0985,76239490998@exemplo.com.br,2023-10-21
6e3ea35e-8305-4113-8f4d-e9175e952524,Vinicius Cardoso,1936-06-27,618.658.544-75,69118901,Albuquerque do Galho,TO,Brasil,M,(021) 6415 3738,61865854475@exemplo.com.br,2025-08-19
2d0e8f37-159c-4a4e-94a6-0cb7a32bddfe,Noah Farias,2003-01-31,472.657.496-17,81504-733,Guerra do Campo,MT,Brasil,M,0500 329 2382,47265749617@exemplo.com.br,2023-12-03
197acfb7-9d13-4553-9930-fd0c10e66570,Maitê Macedo,1987-07-27,142.904.020-45,26444362,Aragão de Lopes,BA,Brasil,F,(081) 4599 5593,14290402045@exemplo.com.br,2023-09-22
4eb510d3-26cf-47ca-b853-791e48814059,Luiz Otávio Sales,1996-09-25,637.075.957-08,73448112,Gonçalves,AP,Brasil,F,+55 71 9169-9044,63707595708@exemplo.com.br,2024-06-19
217913cd-2f80-4d44-b10d-77261d808ae2,Kamilly da Mota,2002-07-17,746.258.973-04,34713078,Pimenta,RS,Brasil,M,+55 81 6363 8075,74625897304@exemplo.com.br,2024-07-25
636fb92f-f7fd-4866-a9d9-90ae67572a4b,Milena Viana,2001-04-28,347.047.088-59,59603-674,Pimenta,MA,Brasil,M,41 0099 5201,34704708859@exemplo.com.br,2023-10-04
465624d1-02bd-43fa-ac32-cb202cdea005,Maria Isis Castro,1947-10-02,901.838.577-60,28525490,Cardoso,RO,Brasil,F,(031) 7051 9921,90183857760@exemplo.com.br,2024-09-05
a7f67861-bd29-488a-9f1f-d38690c80e64,Cecília Albuquerque,1949-06-18,901.920.112-59,06012-988,Sousa,PE,Brasil,F,41 5956-2723,90192011259@exemplo.com.br,2024-06-23
9db8f745-9458-466f-959d-2addc244a31a,Rafaela da Paz,1995-07-16,386.160.345-61,14790764,Caldeira da Prata,MA,Brasil,F,31 9205-1261,38616034561@exemplo.com.br,2023-12-08
2be55507-8383-4551-978a-4d7d896d393f,Thales Machado,2001-05-20,369.065.227-03,15828994,Gonçalves Paulista,PR,Brasil,M,+55 (031) 9493-7162,36906522703@exemplo.com.br,2024-03-17
299c85e4-46c3-45f2-b10d-e84c8113bbf9,Mathias Novais,1994-12-30,588.225.698-56,94460467,Fogaça do Galho,MG,Brasil,F,61 0238 5053,58822569856@exemplo.com.br,2025-02-25
5f8f4d00-b6f9-4b72-9213-d3ba22f6fd90,Natália Moura,1980-10-04,041.576.506-69,38666058,Santos de Abreu,AP,Brasil,M,31 2462 5438,04157650669@exemplo.com.br,2024-09-27
ec133f4b-0963-4ff0-a946-c3a8dda04af1,Miguel Oliveira,1964-02-08,815.509.332-11,05651-273,Nunes da Serra,SE,Brasil,F,(011) 8152-4033,81550933211@exemplo.com.br,2024-12-12
58f1565b-7bf3-48f4-ae3b-273facc38dc2,Srta. Sarah da Cruz,1958-06-25,365.260.256-51,40973450,Moreira,MT,Brasil,M,+55 71 4788 7850,36526025651@exemplo.com.br,2024-02-14
896af36e-bdbb-4b7b-8201-061ffe709801,Pietro Pereira,1988-06-08,486.338.884-44,66371-705,Novais,AC,Brasil,M,(041) 0924-7151,48633888444@exemplo.com.br,2024-12-22
82dbdafb-e076-4ac3-80a0-7a7317ffa0f1,Maria Cecília Novaes,1966-10-18,952.139.319-56,30993738,Gonçalves,PE,Brasil,F,+55 (011) 9062 7310,95213931956@exemplo.com.br,2025-05-14
0ea6a2d0-d3e1-460a-bb07-54f69acccecc,Enzo Gabriel Porto,1954-06-15,533.118.923-40,64994545,Brito,MS,Brasil,F,+55 (041) 9745-7673,53311892340@exemplo.com.br,2024-09-01
e0da9d35-16cc-46e5-a49e-2512c07e6308,Aurora Abreu,1973-03-15,920.748.830-32,58604-101,Guerra da Serra,MS,Brasil,M,+55 71 3813 7865,92074883032@exemplo.com.br,2023-12-29
7c719aef-9d8f-4be6-bf44-27cdbc1ffc2a,Eduardo da Luz,1963-11-24,056.966.442-43,36349-476,Garcia da Praia,AL,Brasil,F,31 0700-4146,05696644243@exemplo.com.br,2025-05-23
5a123384-4993-45eb-b93d-e628c6add2b8,Cecilia Teixeira,1960-12-21,352.386.954-94,59491257,da Mata da Praia,MS,Brasil,F,(084) 6076-3144,35238695494@exemplo.com.br,2024-04-04
ac9c6084-3e48-43bf-a163-61df7e24398e,Ana Sophia Vasconcelos,1954-12-12,151.782.580-22,00756-379,Sales,MS,Brasil,M,51 0834 4675,15178258022@exemplo.com.br,2023-11-10
a0201360-eeac-40ce-8036-cee2895867d8,Gustavo Henrique Caldeira,1941-08-16,159.943.062-04,11407-755,Caldeira de Leão,MG,Brasil,F,+55 (084) 9692-0615,15994306204@exemplo.com.br,2023-10-31
55a8f1e5-24fe-486b-a8b6-353418a390d8,Pietro Fonseca,1960-02-29,849.969.121-92,06506-872,Porto de Minas,RN,Brasil,M,61 1013 1226,84996912192@exemplo.com.br,2025-04-10
c4465bc6-0649-4167-b59f-04d8c2358d37,Laís da Rocha,2000-09-13,535.916.789-27,57937-170,Cardoso Alegre,PR,Brasil,M,+55 (031) 1613 1220,53591678927@exemplo.com.br,2025-07-17
142b680b-1298-47d6-a13d-5d22a9b454c7,Renan Camargo,1973-09-07,669.056.160-49,63573-138,Novaes de Albuquerque,PB,Brasil,M,(084) 4473-4061,66905616049@exemplo.com.br,2025-07-27
d10aa59b-16a8-49aa-b4f8-abb23fbe0bb0,Aylla Sampaio,1963-06-03,496.438.411-09,66968672,Silva da Serra,SC,Brasil,F,+55 81 5889 4687,49643841109@exemplo.com.br,2024-01-08
65948965-4ecf-47c4-91fd-f0841e5b97c0,Davi Luiz Cunha,1958-12-30,299.719.597-68,39751-704,Mendes da Prata,PB,Brasil,F,+55 61 6384 1079,29971959768@exemplo.com.br,2023-09-24
9d31bcdc-e5f3-4599-a7dd-8da61a68f2a4,Henry Gabriel Peixoto,1946-10-26,861.454.297-67,16780-422,Santos da Prata,SP,Brasil,F,0300-606-0267,86145429767@exemplo.com.br,2024-02-19
85752312-a8b5-4fea-a71b-ebf474b800c7,Leandro Lima,1943-06-04,318.226.603-00,02192-316,Ferreira Alegre,RR,Brasil,M,84 3773 2900,31822660300@exemplo.com.br,2025-02-02
fee5b415-f519-4333-bd54-537a4b442812,Antony Cavalcante,1984-11-08,231.070.373-07,79239-437,Nogueira,PI,Brasil,M,11 1024 4165,23107037307@exemplo.com.br,2024-07-05
a1edb666-4982-4e14-8202-344f46ae9b50,Diogo Mendonça,1977-11-09,358.948.294-15,17511145,Leão de Cassiano,PB,Brasil,M,+55 (051) 3887-1316,35894829415@exemplo.com.br,2024-02-01
a5ca99f5-2da0-49be-9f09-ccba2e84e271,João Guilherme Moreira,1965-07-05,156.348.821-04,89082320,Monteiro dos Dourados,MG,Brasil,F,0500 085 9084,15634882104@exemplo.com.br,2023-10-10
c2f98f99-7781-4274-8925-869535f263ad,Beatriz Pinto,1967-05-08,015.744.640-20,98467-656,Costa,RJ,Brasil,F,(071) 3715-6060,01574464020@exemplo.com.br,2025-05-20
76631d2f-bdd6-4bb4-bdfe-cf354aca1e10,Catarina Machado,1936-06-18,975.430.426-24,96330765,Sousa de Pereira,PE,Brasil,M,84 2224-2468,97543042624@exemplo.com.br,2025-06-10
c5d6e58f-217b-4552-9bd9-b012f9eefe11,Vitória Rocha,1943-01-29,166.171.716-35,55109708,Aragão,BA,Brasil,F,+55 (061) 8671 6190,16617171635@exemplo.com.br,2025-05-10
6d468e42-d2b6-4d6a-9d51-355a203845e1,Melissa Nunes,1957-06-07,112.714.579-95,67339555,Sales Paulista,RO,Brasil,F,+55 (011) 7130-9834,11271457995@exemplo.com.br,2024-12-27
bdcafe73-5314-4498-b089-c5b1fa1ef334,Léo da Costa,1959-10-14,909.728.460-95,16737-995,Pacheco dos Dourados,MT,Brasil,F,(041) 7047-0636,90972846095@exemplo.com.br,2025-08-06
a42431d3-a667-4af7-800d-766a74eff94e,Alice Costela,1988-10-19,145.489.428-00,58602688,da Cunha dos Dourados,GO,Brasil,M,(071) 5343-3389,14548942800@exemplo.com.br,2024-10-12
2d755aac-d6b3-44a9-94fe-f05c251ae68e,Isabela Souza,2007-06-03,194.537.592-12,49946-655,Azevedo,RJ,Brasil,M,+55 21 5261 1268,19453759212@exemplo.com.br,2024-03-26
825554d5-1a1a-4bd4-989a-af36d3934136,Henry Gabriel Rocha,1970-07-24,514.805.244-42,16335105,Lopes,PB,Brasil,F,(084) 2275 4515,51480524442@exemplo.com.br,2024-11-08
ebd13e4e-25e0-43b7-8d72-ed7864e2f0b0,Thiago Sá,1943-12-16,840.688.189-84,40832-968,Barbosa do Galho,PB,Brasil,F,+55 51 0584 2060,84068818984@exemplo.com.br,2024-07-23
6848131a-5206-4e95-9f8e-02ed5c3fd184,Dr. Benjamin Cavalcante,1945-05-16,465.166.698-24,67869680,Nascimento dos Dourados,MG,Brasil,F,(031) 5712-0292,46516669824@exemplo.com.br,2025-04-24
53b8c4d1-94a9-4a40-9e5d-f10154613508,Amanda Lopes,1977-07-29,382.112.234-66,42614-318,Barbosa da Mata,ES,Brasil,M,61 5349 5994,38211223466@exemplo.com.br,2025-06-01
fce56f63-33ef-401d-bc56-bb98a8bb2ab9,Srta. Ana Clara Vieira,1945-10-15,711.361.053-20,47323488,Macedo da Mata,SP,Brasil,F,(071) 9945-2524,71136105320@exemplo.com.br,2024-03-29
15eba0f1-0112-4b52-8767-8b6c06456394,Ana Carolina Campos,1948-07-10,077.381.698-21,92570025,das Neves,BA,Brasil,F,0900-850-6633,07738169821@exemplo.com.br,2024-02-13
2dd7703e-9938-4068-b5f0-b34351dd4013,Srta. Ana Carolina Souza,1978-09-09,519.575.551-00,56613375,Cirino,RS,Brasil,F,(051) 9684 7976,51957555100@exemplo.com.br,2025-08-10
20a15cf9-18db-46ec-b2ee-61398fd48eb1,Isabela Teixeira,1942-08-29,943.981.009-44,32162-922,Abreu,MS,Brasil,F,+55 71 4376-3219,94398100944@exemplo.com.br,2024-08-03
09be7a1e-8827-4698-a894-0aa3c8f2d403,Rael Cavalcanti,2001-05-02,905.052.657-57,38152400,Costela da Mata,RR,Brasil,M,0500 127 8684,90505265757@exemplo.com.br,2024-06-29
d7f4ba50-cea5-4907-901a-496439bddcb5,Kaique Costela,1948-10-16,116.733.356-50,52787118,Almeida de Minas,TO,Brasil,F,21 6315 7152,11673335650@exemplo.com.br,2024-01-04
6f3d9f08-a6ba-4d1e-be05-55695d59e21f,Ísis da Cunha,1985-07-13,345.981.739-78,03732-986,Aragão,MT,Brasil,M,+55 (051) 7634 5076,34598173978@exemplo.com.br,2025-05-12
6bbe79a7-8cb4-4c27-8d98-d01a915aa0e5,Cauê Borges,1970-07-28,838.750.796-05,55583496,Costa de da Costa,PR,Brasil,M,31 2347 0272,83875079605@exemplo.com.br,2024-01-15
58c6fce7-375b-4c51-bb5b-857203fcfe6e,Dra. Camila Castro,1941-05-25,561.318.379-25,24066-309,Almeida,MA,Brasil,F,+55 31 0872-4266,56131837925@exemplo.com.br,2023-10-21
494790cd-4f3d-4f5c-8196-334382aba9a1,Bryan Mendonça,1950-11-02,461.478.230-46,88224-628,Cunha,MT,Brasil,M,+55 (071) 1562 9558,46147823046@exemplo.com.br,2023-10-11
1efefc9a-f4bb-4014-beed-79c0d72ed79c,Henrique Araújo,1967-11-03,548.888.537-92,56573646,Leão,SC,Brasil,M,51 3454 9890,54888853792@exemplo.com.br,2024-12-16
c16bdf41-dc8d-425d-9ec1-fd93d13f6203,Vinicius Abreu,1982-09-08,863.742.106-28,47699-400,Rocha,PI,Brasil,F,71 4346 4914,86374210628@exemplo.com.br,2025-01-16
7ef1e1b5-9a3c-4152-b1c3-3d5bed17800c,Pietro da Cruz,1940-06-09,976.409.194-11,38206197,Andrade,AM,Brasil,M,+55 (061) 0937 5453,97640919411@exemplo.com.br,2024-10-01
736d3687-467c-4163-9d60-0699cc7f0828,Sra. Maria Júlia Costa,1977-06-04,248.065.213-14,42654-649,Caldeira Verde,AP,Brasil,M,84 8019-7248,24806521314@exemplo.com.br,2023-12-11
774aac98-78cc-4154-ad11-199e6810058f,Dr. Leandro Melo,2006-09-02,306.004.896-47,08174633,das Neves do Campo,RR,Brasil,F,(011) 0310-5086,30600489647@exemplo.com.br,2025-04-10
c0e740e8-5858-4298-a7f1-35ff9c9dc332,Sra. Maria Eduarda Novais,1996-12-18,492.035.356-20,48294519,Novaes,AM,Brasil,F,0800 379 8632,49203535620@exemplo.com.br,2024-10-10
73019a5c-b2b6-4717-b102-e7b382123a0b,Hadassa Viana,1973-02-08,642.291.933-14,29565-429,Campos do Campo,SP,Brasil,F,(051) 2970 4965,64229193314@exemplo.com.br,2024-02-18
a0270055-79d6-468b-baf9-9bf67e3e572d,Ana Laura Rodrigues,1991-12-21,944.196.211-71,74152-850,Machado,PI,Brasil,F,+55 (021) 9729-3516,94419621171@exemplo.com.br,2024-01-21
2f914d7a-e094-4101-9e6a-863654854c6c,Ester Cavalcante,1936-10-31,077.054.380-47,56285048,Martins da Prata,SC,Brasil,F,+55 (041) 1466 4636,07705438047@exemplo.com.br,2024-08-12
726c7dc1-19c2-4483-8c6c-9ed74151e1e3,Dr. João Guilherme Cirino,1974-05-11,447.991.225-37,61995-353,Lopes da Praia,MG,Brasil,F,+55 81 9777 7619,44799122537@exemplo.com.br,2024-02-04
b2af71be-5d47-468b-ae55-18e135c9165b,Kaique da Luz,1936-02-23,363.832.486-32,28283538,Santos de Gonçalves,MS,Brasil,M,+55 (071) 8375-4132,36383248632@exemplo.com.br,2024-04-17
57d0ca98-157c-4e04-ac05-fac41340433c,Maria Eduarda Barbosa,1959-12-26,771.635.802-62,98584-293,Lopes,SP,Brasil,M,+55 51 0897 1446,77163580262@exemplo.com.br,2024-09-02
5fddb981-6d45-46ff-bc0f-918d9b813477,Isaac Araújo,1975-06-10,429.579.457-88,52070-778,da Conceição,SP,Brasil,F,(011) 7043-0815,42957945788@exemplo.com.br,2023-10-10
13c543b7-f513-41cc-9978-1ccbffa5ab75,Yan Pimenta,1936-10-28,535.374.494-85,45709-572,Novais,RJ,Brasil,F,0800-349-3841,53537449485@exemplo.com.br,2024-08-20
cafb3ac3-225b-4f68-b29a-2d0f6842e775,Sophia Barros,1941-01-18,711.923.847-17,96036-681,Mendonça,TO,Brasil,F,41 4029 7176,71192384717@exemplo.com.br,2025-04-18
1e9cfe88-e480-4fc9-8911-a7b766824a63,Ísis Pinto,1938-01-31,373.932.871-94,47006209,da Luz do Campo,RR,Brasil,F,31 0108 7439,37393287194@exemplo.com.br,2023-10-31
3df5a778-b249-428f-a9bd-1ff539288be1,Nina Gomes,1934-10-04,180.469.910-91,90778648,da Conceição,RN,Brasil,F,0500-578-2378,18046991091@exemplo.com.br,2024-09-16
9a7845e2-febc-4eb2-a922-78cc1e61ffb1,Nicolas Garcia,1980-05-20,897.468.468-55,84000603,Gomes,AP,Brasil,M,31 0927-6917,89746846855@exemplo.com.br,2024-01-10
b944b918-8c10-4d85-bd5f-35fbaa856417,Théo Sousa,1955-12-01,119.579.760-39,78067-539,Abreu Verde,MS,Brasil,F,+55 21 2230-8768,11957976039@exemplo.com.br,2025-08-01
0278658c-cefd-4262-b037-545077acbbe8,Augusto Souza,1961-12-10,059.522.994-51,36738198,Albuquerque das Pedras,AM,Brasil,M,21 3820-7076,05952299451@exemplo.com.br,2025-03-26
86e7bd63-b920-4c8c-ba6f-fe348fde076a,Sr. Bernardo Dias,2007-01-17,385.283.215-86,75944227,Almeida,PE,Brasil,M,+55 (061) 0458 6297,38528321586@exemplo.com.br,2025-09-06
866efc12-4e49-45a9-9bb2-f151afe76fa5,Luna Pimenta,1997-03-12,572.520.063-74,02868740,Silva do Norte,GO,Brasil,F,(084) 2853-4198,57252006374@exemplo.com.br,2025-08-18
fd8a6ba6-5b3d-4621-9b8f-1f14dfcb4c7e,José Pedro Rezende,1980-11-12,422.122.190-40,52551-769,Araújo de Fogaça,RS,Brasil,F,+55 (061) 8226 1263,42212219040@exemplo.com.br,2024-08-30
5ce6f18d-6027-41a7-a677-26d7de22fd67,Lara Santos,2004-07-26,947.672.624-54,44566303,Cunha,AP,Brasil,F,(051) 0183-1540,94767262454@exemplo.com.br,2025-09-09
b49736d1-45a2-4fa5-a244-530a8acc77f3,Joana Nogueira,1990-03-31,208.947.493-93,61677-437,Nogueira de Minas,ES,Brasil,M,+55 11 9290 2652,20894749393@exemplo.com.br,2025-08-13
f6f3454f-ee46-45b3-b375-118226eba7f6,Vinicius Costa,1962-07-23,851.425.338-14,87346-712,Cassiano de da Cruz,PB,Brasil,F,+55 (071) 5726-9980,85142533814@exemplo.com.br,2023-11-01
f677743f-3958-4f82-b960-c01f2f0b5401,Davi Lucca Andrade,1970-02-13,226.218.895-75,22841-947,Porto,GO,Brasil,F,+55 (081) 4262-1325,22621889575@exemplo.com.br,2024-03-27
dee199de-9827-4511-a80e-b7de35149eb6,Luan Alves,2006-07-22,201.596.470-45,96557745,Peixoto das Pedras,ES,Brasil,F,51 3910 8546,20159647045@exemplo.com.br,2024-06-04
0f5b46e8-69bb-4ecf-a38d-d192a51834cd,Léo Ramos,1993-11-26,895.873.983-16,70347972,Andrade,PI,Brasil,F,+55 (011) 2987 8265,89587398316@exemplo.com.br,2024-12-13
98873358-e715-4de1-9d03-33d52e2623bb,Antonella Rios,2001-12-30,627.299.054-09,48777912,Barbosa de Dias,GO,Brasil,M,(061) 1853 1982,62729905409@exemplo.com.br,2023-09-21
